candidate_id,feature,coefficient
logistic_l2_0.0001,(intercept),0.14783484210392459
logistic_l2_0.0001,conflict:account_reference_conflict,-1.296064204165614
logistic_l2_0.0001,conflict:date_of_birth_conflict,-0.8793368244839703
logistic_l2_0.0001,conflict:email_conflict,-0.9582153632430099
logistic_l2_0.0001,conflict:name_conflict,-0.9296322194658093
logistic_l2_0.0001,conflict:phone_conflict,-1.748643416466167
logistic_l2_0.0001,conflict:shared_email_payment_household_risk,-0.7187474657319111
logistic_l2_0.0001,conflict:verified_email_conflict,-0.15006590842104692
logistic_l2_0.0001,evidence:email_skeleton,0.6704333858269189
logistic_l2_0.0001,evidence:exact_account_reference,0.5497723946307816
logistic_l2_0.0001,evidence:exact_device_id,-0.1193820413262419
logistic_l2_0.0001,evidence:exact_email,0.2757683399546225
logistic_l2_0.0001,evidence:exact_payment_token,-0.30710524550878826
logistic_l2_0.0001,evidence:exact_phone,1.1007044914739412
logistic_l2_0.0001,evidence:exact_provider_id,0.6686312626916381
logistic_l2_0.0001,evidence:exact_verified_email,1.4092297770961433
logistic_l2_0.0001,evidence:name_city,-0.3464556701005576
logistic_l2_0.0001,evidence:name_date_of_birth,0.4719109737024685
logistic_l2_0.0001,evidence:phone_suffix_9,1.321023052034896
logistic_l2_0.0001,evidence:same_source_record_id,1.4677332882870981
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:date_of_birth_conflict,-0.3219614759011588
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:email_conflict,-0.6699053871365905
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:name_conflict,-0.4233650285380307
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:phone_conflict,-0.759881352611188
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:shared_email_payment_household_risk,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & conflict:verified_email_conflict,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:email_skeleton,0.061546149524177654
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_account_reference,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_device_id,-0.39661393120250815
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_email,0.14361406161422527
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_payment_token,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_phone,0.09127877135824752
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_provider_id,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:exact_verified_email,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:name_city,-1.051553023784814
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:name_date_of_birth,-0.009918701321485774
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:phone_suffix_9,0.0
logistic_l2_0.0001,conflict:account_reference_conflict & evidence:same_source_record_id,0.0
logistic_l2_0.0001,conflict:date_of_birth_conflict & conflict:email_conflict,-0.6862293807172287
